slide,ground_truth,prediction,prob_class_0,prob_class_1
1.70258E+12,0,0,0.96738076,2.6700272e-08
1.70258E+12,0,0,0.96692806,1.5700462e-07
1.70258E+12,0,0,0.8608494,2.395494e-07
3be35919-9ab1-4f62-bdec-18d98d82efa6,1,1,0.0011692385,0.6749674
448746e0-e43f-446c-8017-2148bda88d92,1,1,3.1025245e-06,0.8895037
8384f1ea-6fad-4fdc-97b7-1f305fbea16a,1,1,8.375782e-05,0.7002037
a4de35f1-b557-417a-a5d4-efc3334a628c,1,1,0.00096369913,0.30039904
00006359,1,1,0.014896838,0.2918123
00006360,1,0,0.114755556,0.041892573
00006378,1,1,0.00010996117,0.6895416
00006379,1,1,3.036634e-05,0.671352
00006380,1,1,6.179166e-05,0.59298426
00006381,1,1,1.5912665e-05,0.65518504
00006382,1,1,0.014352355,0.41730264
00006383,1,1,0.009098759,0.4822969
00006384,1,1,0.0032296,0.60040224
00006385,1,1,3.7837603e-05,0.59946334
00006386,1,1,0.000291927,0.5298287
00006387,1,1,0.00079102005,0.38358927
00006388,1,1,0.0001004866,0.55066687
00006389,1,1,0.0029884798,0.37565932
00006390,1,1,4.466198e-05,0.7482321
00006391,1,1,0.00076643634,0.53647065
00006392,1,1,0.0006194681,0.5246808
00006393,1,1,0.099719666,0.15134047
00006394,1,1,0.084780864,0.16168496
00006395,1,1,6.084287e-08,0.897178
00006396,1,1,1.9139019e-07,0.934058
00006397,1,1,1.3210051e-06,0.92907906
00006361,1,1,0.00038757868,0.41835928
00006362,1,1,0.00035688016,0.4164289
00006398,1,1,0.0043970733,0.24298972
00006399,1,1,0.0030819555,0.31037027
00006400,1,0,0.1615242,0.042848077
00006401,1,0,0.21380329,0.0209797
00006402,1,0,0.23211934,0.017468372
00006403,1,0,0.10503612,0.043629423
00006363,1,1,0.049794257,0.09922611
00006364,1,1,0.03680175,0.2000142
00006365,1,1,0.009886652,0.21157691
00006366,1,1,0.004305429,0.3138783
00006367,1,1,2.1711578e-10,0.99502194
00006368,1,1,2.5530278e-10,0.9940304
00006369,1,1,4.955479e-09,0.9935802
00006370,1,1,1.2772143e-08,0.9877082
00006371,1,1,1.0470623e-08,0.98621285
00006372,1,1,0.00051228725,0.6507602
00006373,1,1,0.00059495255,0.69611263
00006374,1,1,0.00041409594,0.6941279
00006375,1,1,2.854502e-05,0.79763126
00006376,1,1,6.901699e-06,0.8451845
00006377,1,1,9.733504e-06,0.83317345
missing1,1,1,6.5134386e-06,0.87081975
missing2,1,1,1.2731488e-05,0.7538857
H-1,0,0,0.8933676,1.7795634e-06
H-2,0,0,0.8936401,1.1325264e-05
H-3,0,0,0.9047517,1.5013372e-05
H-4,0,0,0.7388388,0.0005010216
I-1,0,0,0.66778356,2.737473e-05
I-2,0,0,0.88580185,1.8664368e-05
I-3,0,0,0.8343538,1.219065e-05
I-4,0,0,0.28802645,0.0021130908
J-1,0,0,0.6862833,0.00016680962
J-2,0,0,0.8862812,5.5932774e-06
J-3,0,0,0.4063176,0.0001995953
J-4,0,0,0.9021784,9.956201e-07
J-5,0,0,0.40810847,0.00017273915
J-6,0,0,0.88966966,1.1502666e-06
J-7,0,0,0.8508481,3.290666e-05
J-8,0,0,0.93493956,1.4625839e-07
J-9,0,0,0.6568217,0.00015288162
D-1,0,0,0.5479732,0.0013140729
L-1,0,0,0.17587446,0.071050264
L-2,0,0,0.44984153,0.0016637392
L-3,0,0,0.31327498,0.0010374453
M-1,0,0,0.35460514,0.00014493597
M-2,0,0,0.34549707,0.000554297
M-3,0,0,0.21724883,0.00015002851
M-4,0,0,0.81202006,1.6928522e-06
M-5,0,0,0.71746886,6.1695346e-06
P-1,0,1,0.020641461,0.2665001
P-2,0,0,0.18244861,0.0006055233
P-3,0,0,0.5099766,0.002144688
P-4,0,0,0.9448014,6.997312e-07
P-5,0,0,0.2993603,0.009917537
P-6,0,0,0.73467785,0.0006009612
Q-1,0,0,0.061062884,0.00080357434
Q-2,0,0,0.31263676,0.000225282
Q-3,0,0,0.67911196,1.2051012e-05
Q-4,0,0,0.7994161,4.2025026e-06
Q-5,0,0,0.79041475,5.3753347e-06
Q-6,0,0,0.17116773,0.0020395007
Q-7,0,0,0.8644431,1.4622783e-05
R-2,0,0,0.39166725,4.970441e-05
R-3,0,0,0.75998837,0.00030694582
R-4,0,0,0.53150684,0.00019712218
R-5,0,0,0.57013255,2.30563e-05
R-6,0,0,0.891534,3.8827555e-05
R-7,0,0,0.58875257,8.040118e-06
R-8,0,0,0.7376861,1.7395354e-06
N-1,0,0,0.5238535,0.0001621058
U-1,0,0,0.6194295,4.415285e-06
U-2,0,0,0.6158769,2.6646615e-06
U-3,0,0,0.87904,1.3245631e-06
U-4,0,0,0.9549013,7.038908e-07
U-6,0,0,0.2205226,0.0009867282
U-7,0,0,0.25336233,4.359306e-05
V-1,0,0,0.14904419,0.05348293
V-2,0,0,0.2740288,0.014697483
V-3,0,1,7.3241176e-07,0.93354493
V-4,0,1,1.5333606e-05,0.7849333
V-5,0,1,0.051672135,0.24562737
V-6,0,1,0.014043901,0.19395454
V-7,0,0,0.12414651,0.015325323
X-1,0,1,0.006322093,0.4692172
X-2,0,1,0.0029529394,0.43113708
X-3,0,1,0.029622076,0.27298692
X-4,0,0,0.23701222,0.04594586
X-5,0,1,0.02821127,0.28827864
X-6,0,1,0.018767016,0.22314373
Z-1,0,0,0.28707948,0.005449767
Z-2,0,0,0.3493035,0.019920163
Z-3,0,0,0.80078936,0.00020322975
Z-4,0,0,0.9238939,7.3516463e-07
Z-5,0,0,0.32618472,0.0030208891
Z-6,0,1,0.021143416,0.20938034
Z-7,0,0,0.32508558,0.0027565854
CC-1,0,1,0.065847084,0.074327216
CC-2,0,1,0.07613562,0.09332604
CC-3,0,0,0.5965071,0.00097638444
CC-4,0,1,3.1995053e-06,0.9386149
CC-5,0,1,2.2722072e-06,0.9171334
A-1,0,0,0.5382537,0.00021724928
EE-1,0,0,0.32482508,0.017745823
EE-2,0,0,0.37423193,0.0029971676
EE-3,0,0,0.44933304,0.0013928178
(A1),0,0,0.15245466,0.012585238
1D),0,0,0.15799594,0.0066480003
(A1),0,0,0.5988614,0.0002931459
(B1),0,0,0.6593867,3.6250876e-05
(A1-1),0,0,0.81605023,1.6632905e-05
GG-1,0,0,0.2524094,0.0004601802
GG-2,0,0,0.757886,9.417301e-05
B-1,1,1,0.0258369,0.032249477
B-2,1,0,0.043075245,0.013904607
B-3,1,1,0.013835096,0.2624892
B-4,1,1,0.03549303,0.043928504
E-1,1,1,0.0012325816,0.4954055
E-2,1,1,0.0019300168,0.2588172
E-3,1,1,0.00014189695,0.47720116
E-4,1,1,0.015385613,0.09209431
F-1,1,1,2.6061494e-05,0.6243059
F-2,1,1,0.00031798138,0.46924904
F-3,1,1,0.05951625,0.07599619
F-4,1,1,5.304292e-05,0.56010604
F-5,1,1,0.004608611,0.31465438
G-1,1,0,0.21024558,0.06186948
G-2,1,0,0.16573921,0.083262056
G-3,1,0,0.13425317,0.11168412
G-4,1,0,0.6947536,0.0008771012
G-5,1,0,0.119594574,0.0126203345
C-1,1,1,3.059355e-05,0.4645487
C-10,1,1,0.0007922767,0.65364313
C-2,1,1,0.00043357047,0.48536304
C-3,1,1,0.0006246652,0.41605282
C-4,1,1,0.0068288893,0.21571156
C-5,1,1,0.018239828,0.07705379
C-6,1,1,1.5037296e-05,0.881665
C-7,1,1,2.169404e-08,0.97739613
C-8,1,1,3.044558e-06,0.8577021
C-9,1,1,1.5570328e-06,0.8849656
K-1,1,1,0.0023308373,0.45450708
O-1,1,1,0.0021259196,0.32070264
O-4,1,1,0.011523377,0.05604656
S-1,1,1,8.946279e-06,0.70386654
S-2,1,1,0.0087218415,0.13389516
S-3,1,1,0.0001588832,0.3517649
S-4,1,1,1.1803205e-05,0.8161261
S-5,1,1,0.0014578876,0.14509441
S-6,1,1,8.1453e-06,0.67600614
S-7,1,1,0.0005661379,0.37779278
S-8,1,1,3.3092903e-05,0.6146264
S-9,1,1,0.007876503,0.4765596
T-1,1,1,0.00029203898,0.33618572
T-2,1,1,7.4537194e-05,0.54017705
T-3,1,1,4.3472133e-05,0.59581757
T-4,1,1,0.002737831,0.54987323
W-1,1,1,1.764446e-05,0.7168989
W-2,1,1,2.2638576e-05,0.6799887
W-3,1,1,8.212038e-05,0.6146422
W-4,1,1,0.00020388435,0.5986746
W-5,1,1,3.8655584e-05,0.57471555
Y-1,1,1,3.73819e-05,0.47800797
AA-1,1,1,0.03322704,0.17179863
BB-1,1,1,0.00014118874,0.70721126
BB-2,1,1,9.2450246e-05,0.74180824
BB-3,1,1,3.2924923e-05,0.7378323
BB-4,1,1,8.175025e-05,0.6414338
BB-5,1,1,0.0012836352,0.5416258
DD-1,1,0,0.19071086,0.06898367
FF-1,1,1,3.695044e-05,0.50398505
FF-2,1,1,6.440183e-07,0.904481
FF-3,1,1,6.446584e-06,0.8239269
FF-4,1,1,2.5592788e-06,0.7901138
FF-5,1,1,4.8020793e-06,0.78452295
(A1-3),1,1,0.037361965,0.18394734
=== Ensemble Metrics ===
Accuracy : 0.8910
Precision: 0.8571
Recall   : 0.8947
F1 Score : 0.8755
AUC      : 0.9507
